"","id","interes_politica","diario_mas_lee","grupos_influencia_su_opinion","autoposicionamiento_ideologico","autoposicionamiento_partidario","eval_gestion_NK","eval_futura_situacion_pais","progresismo_conservadurismo","nivel_nacionalismo","voto_comparado","voto_anterior_presidencial_2007","voto_anterior_caba_2006","pogr_estado_propietario_empresas","pogr_estado_interventor","cons_universidades_estatales_aranceladas","progr_adopcion_parejas_gay","cons_aumentar_penas","cons_bajar_edad_imputabilidad","pogr_control_precios_estado","sexo","edad","estud","trabajo","distrito","salud","pon","R_interes_politica","R_autoposicionamiento_ideologico","R_eval_gestion_NK","R_progresismo_conservadurismo","R_nacionalismo","R_pogr_estado_propietario_empresas","R_pogr_estado_interventor","R_cons_universidades_estatales_aranceladas","R_progr_adopcion_parejas_gay","R_cons_aumentar_penas","R_cons_bajar_edad_imputabilidad","R_pogr_control_precios_estado"
"43",43,"Bastante interesado","Ámbito Financiero","Su familia","Centroizquierda","Socialismo","Regular positiva","Mejor que ahora","Algo conservadora","Bastante nacionalista","Igual que su padre","Elisa Carrió","Mauricio Macri","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Hombre","30 a 49 años","Secundario","Está desocupado",1,"No tiene cobertura",2.31141595246858,"2_Interesado","1_Izquierda","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"44",44,"Poco interesado","La Nación","Su familia","Centroizquierda","ARI","Buena","Igual que ahora","Algo conservadora","Bastante nacionalista","Igual que su padre","Elisa Carrió","Daniel Filmus","Algo en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Bastante de acuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1," Obra social",0.425528873642081,"1_No interesado","1_Izquierda","2_Positiva","2_Progresista","2_Nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo"
"45",45,"Poco interesado","Clarín",NA,"Centroizquierda","ARI","Regular positiva","Peor que ahora","Decididamente progresista","Poco nacionalista","Igual que su padre","Cristina Kirchner","Daniel Filmus","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Mujer","18 a 29 años","Terciario/ universitario","Trabaja",1," Obra social",0.510503660171152,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo"
"46",46,"Poco interesado","La Nación","Su pareja","Centroderecha","Socialismo","Regular Negativa","Peor que ahora","No sabe","Muy nacionalista","Ns/Nc","No sabe","No sabe","No sabe","No sabe","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","No sabe","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1," Obra social",0.425528873642081,"1_No interesado","2_Derecha","2_Positiva","9_NS","2_Nacionalista","9_NS","9_NS","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","9_NS"
"47",47,"Nada interesado","No lee diarios","Otros grupos","Centroderecha","PRO","Mala","Peor que ahora","Decididamente progresista","Nada nacionalista","Ns/Nc","Roberto Lavagna","Mauricio Macri","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"48",48,"Bastante interesado","No lee diarios",NA,"No sabe","No sabe","Buena","Mejor que ahora","No sabe","Ns/Nc","Ns/Nc","No sabe","Mauricio Macri","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","18 a 29 años","Secundario","Es ama de casa",1," Obra social",1.49202078002418,"2_Interesado","9_NS","2_Positiva","9_NS","9_NS","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"49",49,"Bastante interesado","Clarín",NA,"Izquierda","Socialismo","Regular Negativa","Igual que ahora","Decididamente progresista","Muy nacionalista","Distinto que su padre","En blanco","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Hombre","66 y más","Terciario/ universitario","Es jubilado o pensionado",1," Obra social",0.390135930420291,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"50",50,"Poco interesado","La Nación",NA,"Derecha","PRO","Regular Negativa","Peor que ahora","Decididamente conservadora","Muy nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Muy en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Mujer","30 a 49 años","Terciario/ universitario","Es ama de casa",1,"Prepaga",0.544356173452499,"1_No interesado","2_Derecha","2_Positiva","2_Progresista","2_Nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"51",51,"Muy interesado","No lee diarios","Sus amigos","Centroderecha","PRO","Mala","Peor que ahora","Algo conservadora","Bastante nacionalista","Distinto que su padre","Alberto Rodríguez Saa","Mauricio Macri","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","66 y más","Terciario/ universitario","Es jubilado o pensionado",1,"Prepaga",0.268532594116069,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","2_Nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"52",52,"Bastante interesado","Crónica / Diario Popular","Sus compañeros de trabajo","No sabe","No sabe","Buena","Igual que ahora","No sabe","Poco nacionalista","Igual que su padre","No sabe","Mauricio Macri","Bastante de acuerdo","No sabe","Algo en desacuerdo","Bastante de acuerdo","Muy de acuerdo","No sabe","Bastante de acuerdo","Mujer","66 y más","Secundario","Trabaja",1," Obra social",0.784825343662865,"2_Interesado","9_NS","2_Positiva","9_NS","1_No nacionalista","2_Acuerdo","9_NS","1_Desacuerdo","2_Acuerdo","2_Acuerdo","9_NS","2_Acuerdo"
"53",53,"Bastante interesado","No sabe",NA,"Centroizquierda","ARI","Regular Negativa","Igual que ahora","Algo progresista","Bastante nacionalista","Ns/Nc","Elisa Carrió","Daniel Filmus","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Mujer","18 a 29 años","Terciario/ universitario","Es estudiante",1,"No tiene cobertura",0.510503660171152,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"54",54,"Poco interesado","No lee diarios",NA,"No sabe","No sabe","Regular positiva","Mejor que ahora","Decididamente progresista","Poco nacionalista","Ns/Nc","Roberto Lavagna","Daniel Filmus","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.790864523947231,"1_No interesado","9_NS","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"55",55,"Poco interesado","Clarín","Su pareja","No sabe","Socialismo","Regular positiva","Igual que ahora","Algo progresista","Poco nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Mujer","30 a 49 años","Terciario/ universitario","Está desocupado",1," Obra social",0.544356173452499,"1_No interesado","9_NS","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"56",56,"Bastante interesado","Crónica / Diario Popular","Su pareja","No sabe","Peronismo","Regular positiva","Mejor que ahora","Algo progresista","Bastante nacionalista","Igual que su padre","Cristina Kirchner","Mauricio Macri","Bastante de acuerdo","Muy de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Mujer","66 y más","Terciario/ universitario","Está desocupado",1," Obra social",0.268532594116069,"2_Interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"57",57,"Poco interesado","Perfil","Otros grupos","No sabe","Peronismo","No sabe","Peor que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","Alberto Rodríguez Saa","No sabe","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Hombre","50 a 65años","Terciario/ universitario","Está desocupado",1," Obra social",0.618227011084154,"1_No interesado","9_NS","9_NS","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"58",58,"Muy interesado","Clarín","Su familia","Izquierda","Radicalismo","Buena","Mejor que ahora","Algo conservadora","Muy nacionalista","Ns/Nc","Elisa Carrió","En blanco","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Mujer","66 y más","Secundario","Está desocupado",1," Obra social",0.784825343662865,"2_Interesado","1_Izquierda","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo"
"59",59,"Nada interesado","Clarín",NA,"No sabe","No sabe","No sabe","No sabe","No sabe","Ns/Nc","Ns/Nc","No sabe","No sabe","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","No sabe","Muy de acuerdo","Hombre","66 y más","Primario","Trabaja",1,"Prepaga",1.95217299537579,"1_No interesado","9_NS","9_NS","9_NS","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","9_NS","2_Acuerdo"
"60",60,"Bastante interesado","No lee diarios",NA,"Centroizquierda","Radicalismo","Regular Negativa","Peor que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Mujer","50 a 65años","Secundario","Está desocupado",1,"No tiene cobertura",1.24366967665112,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"61",61,"Muy interesado","Clarín",NA,"Centroizquierda","ARI","Buena","Igual que ahora","Algo progresista","Muy nacionalista","Distinto que su padre","Elisa Carrió","En blanco","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","No sabe","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Hombre","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.618227011084154,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","9_NS","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"62",62,"Muy interesado","Clarín","Sus compañeros de trabajo","Centroderecha","PRO","Regular positiva","Igual que ahora","Algo conservadora","Bastante nacionalista","Igual que su padre","Elisa Carrió","Mauricio Macri","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1," Obra social",0.425528873642081,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"63",63,"Muy interesado","La Nación","Otros grupos","Centroizquierda","ARI","Regular positiva","Igual que ahora","Decididamente progresista","Nada nacionalista","Ns/Nc","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","No sabe","Algo en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Mujer","66 y más","Terciario/ universitario","Trabaja",1," Obra social",0.268532594116069,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","9_NS","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo"
"64",64,"Muy interesado","Clarín","Su familia","Centroizquierda","Peronismo","Regular positiva","Igual que ahora","Decididamente progresista","Bastante nacionalista","Igual que su padre","Cristina Kirchner","En blanco","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Hombre","18 a 29 años","Terciario/ universitario","Trabaja",1," Obra social",0.741682107899907,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"65",65,"Poco interesado","No lee diarios","No sabe","No sabe","No sabe","No sabe","Mejor que ahora","Algo progresista","Bastante nacionalista","Ns/Nc","Elisa Carrió","No sabe","Muy de acuerdo","No sabe","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","30 a 49 años","Primario","Trabaja",1,"No tiene cobertura",2.72386452725657,"1_No interesado","9_NS","9_NS","1_Conservador","2_Nacionalista","2_Acuerdo","9_NS","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"66",66,"Nada interesado","Clarín",NA,"No sabe","Otros partidos","Regular positiva","Igual que ahora","Algo progresista","Muy nacionalista","Distinto que su padre","Otros","Mauricio Macri","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","No sabe","Algo en desacuerdo","Bastante de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Está desocupado",1,"No tiene cobertura",0.544356173452499,"1_No interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","9_NS","1_Desacuerdo","2_Acuerdo"
"67",67,"Bastante interesado","Clarín","Su familia","Centroizquierda","Socialismo","Regular positiva","Igual que ahora","No sabe","Muy nacionalista","Distinto que su padre","Elisa Carrió","No sabe","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Hombre","18 a 29 años","Terciario/ universitario","Es estudiante",1,"No tiene cobertura",0.741682107899907,"2_Interesado","1_Izquierda","2_Positiva","9_NS","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"68",68,"Nada interesado","Crónica / Diario Popular","Sus compañeros de trabajo","Izquierda","Otros partidos","Mala","Peor que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","En blanco","Mauricio Macri","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Hombre","66 y más","Primario","Es ama de casa",1,"Prepaga",1.95217299537579,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"69",69,"Bastante interesado","La Nación",NA,"Centroizquierda","Socialismo","Buena","Mejor que ahora","Algo progresista","Muy nacionalista","Ns/Nc","No sabe","No sabe","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","No sabe","Muy de acuerdo","Muy en desacuerdo","Hombre","66 y más","Terciario/ universitario","Es jubilado o pensionado",1," Obra social",0.390135930420291,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","9_NS","2_Acuerdo","1_Desacuerdo"
"70",70,"Bastante interesado","Clarín","Otros grupos","Centroizquierda","Peronismo","Buena","Mejor que ahora","Algo conservadora","Muy nacionalista","Igual que su padre","Roberto Lavagna","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Mujer","50 a 65años","Secundario","Trabaja",1,"Prepaga",1.24366967665112,"2_Interesado","1_Izquierda","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"71",71,"Nada interesado","Clarín",NA,"No sabe","No sabe","Buena","Mejor que ahora","No sabe","Ns/Nc","Ns/Nc","No sabe","No sabe","Bastante de acuerdo","Bastante de acuerdo","No sabe","No sabe","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Hombre","18 a 29 años","Secundario","Trabaja",1," Obra social",2.16767322841093,"1_No interesado","9_NS","2_Positiva","9_NS","9_NS","2_Acuerdo","2_Acuerdo","9_NS","9_NS","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"72",72,"Nada interesado","La Nación",NA,"Centroderecha","PRO","Mala","Peor que ahora","Algo progresista","Nada nacionalista","Distinto que su padre","Alberto Rodríguez Saa","Mauricio Macri","Algo en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Hombre","50 a 65años","Terciario/ universitario","Trabaja",1," Obra social",0.618227011084154,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"73",73,"Poco interesado","La Nación","Su familia","Centroizquierda","Socialismo","Regular Negativa","Peor que ahora","No sabe","Poco nacionalista","Igual que su padre","Elisa Carrió","Mauricio Macri","Muy de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Está desocupado",1," Obra social",0.544356173452499,"1_No interesado","1_Izquierda","2_Positiva","9_NS","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"74",74,"Nada interesado","La Nación",NA,"No sabe","No sabe","No sabe","No sabe","No sabe","Ns/Nc","Distinto que su padre","No sabe","No sabe","No sabe","No sabe","Muy de acuerdo","Muy en desacuerdo","No sabe","No sabe","No sabe","Mujer","66 y más","Secundario","Trabaja",1,"Prepaga",0.784825343662865,"1_No interesado","9_NS","9_NS","9_NS","9_NS","9_NS","9_NS","2_Acuerdo","1_Desacuerdo","9_NS","9_NS","9_NS"
"75",75,"Bastante interesado","Clarín",NA,"Centroizquierda","No sabe","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Ns/Nc","Roberto Lavagna","Daniel Filmus","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.790864523947231,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"76",76,"Poco interesado","La Nación","No sabe","No sabe","No sabe","Regular Negativa","Igual que ahora","Algo conservadora","Poco nacionalista","Ns/Nc","No sabe","No sabe","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","No sabe","Hombre","30 a 49 años","Primario","Está desocupado",1," Obra social",3.9573498523637,"1_No interesado","9_NS","2_Positiva","2_Progresista","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","9_NS"
"77",77,"Muy interesado","Página 12","Otros grupos","Izquierda","Socialismo","Regular Negativa","Peor que ahora","Decididamente progresista","Nada nacionalista","Igual que su padre","En blanco","En blanco","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1,"No tiene cobertura",0.425528873642081,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
